Author,Journal ,Country,Year,Study_id,Ingredient_type,Feed_general,Feed_specific,Feed_general_2,Feed_specific_2,Amino_supp,Supplement_type,FM_FO,Fish_group,Fish_sp,Fish_scientific,Life_stage,Replacement,FCR,Marine_ingredient_change,Crop_change,n3n6,Tissue,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30,Single ,Algae ,Nanofrustulatum sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Grower ,5,1.12,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30,Single ,Algae ,Nanofrustulatum sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Grower ,10,1.25,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.1,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Grower ,0,1.14,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.1,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Grower ,5,1.12,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.1,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Grower ,10,1.17,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.2,Single ,Algae ,Nanofrustulatum sp.,,,N,,FM,Carp,Common carp,Cyprinus carpio,Fingerlings,0,1.46,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.2,Single ,Algae ,Nanofrustulatum sp.,,,N,,FM,Carp,Common carp,Cyprinus carpio,Fingerlings,25,1.7,-0.3,-26,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.2,Single ,Algae ,Nanofrustulatum sp.,,,N,,FM,Carp,Common carp,Cyprinus carpio,Fingerlings,40,1.64,-0.5,-42,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.3,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Carp,Common carp,Cyprinus carpio,Fingerlings,0,1.46,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.3,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Carp,Common carp,Cyprinus carpio,Fingerlings,25,1.52,-0.19,-11,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.3,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Carp,Common carp,Cyprinus carpio,Fingerlings,40,1.43,-0.28,-17,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.4,Single ,Algae ,Nanofrustulatum sp.,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,0,1.91,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.4,Single ,Algae ,Nanofrustulatum sp.,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,25,1.72,0,-30,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.4,Single ,Algae ,Nanofrustulatum sp.,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,40,1.81,0,-48,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.5,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,0,1.91,0,0,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.5,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,25,1.82,0.2,-11,,,,,
Kiron V,Aquaculture Nutrition,Norway,2012,30.5,Single ,Algae ,Tetraselmis sp.,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,40,1.81,0.2,-18,,,,,
Shi X,Journal of the World Aquaculture Society ,China,2017,31,Mixture,Soy,SBM,Algae,Chlorella sp.,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,0,1.77,,0,,,,,
Shi X,Journal of the World Aquaculture Society ,China,2017,31,Mixture,Soy,SBM,Algae,Chlorella sp.,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,25,1.97,,50,,,,,
Shi X,Journal of the World Aquaculture Society ,China,2017,31,Mixture,Soy,SBM,Algae,Chlorella sp.,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,50,2.43,,102,,,,,
Shi X,Journal of the World Aquaculture Society ,China,2017,31,Mixture,Soy,SBM,Algae,Chlorella sp.,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,75,2.55,,154,,,,,
Shi X,Journal of the World Aquaculture Society ,China,2017,31,Mixture,Soy,SBM,Algae,Chlorella sp.,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,100,2.41,,206,,,,,
Maliwat GC ,Aquaculture Research,Philippines ,2017,32,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Machrobrachium rosenbergii,Post-larval,0,33.33,0,0,,,,,
Maliwat GC ,Aquaculture Research,Philippines ,2017,32,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Machrobrachium rosenbergii,Post-larval,6,25,0,0,,,,,
Maliwat GC ,Aquaculture Research,Philippines ,2017,32,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Machrobrachium rosenbergii,Post-larval,12,20,0,0,,,,,
Maliwat GC ,Aquaculture Research,Philippines ,2017,32,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Machrobrachium rosenbergii,Post-larval,18,25,0,0,,,,,
Maliwat GC ,Aquaculture Research,Philippines ,2017,32,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Machrobrachium rosenbergii,Post-larval,24,33.33,0,0,,,,,
Marinho G,Journal of Applied Phycology,Portugal,2013,33,Single ,Algae ,Ulva lactuca ,,,Y ,Premix,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0.97,,0,,,,,
Marinho G,Journal of Applied Phycology,Portugal,2013,33,Single ,Algae ,Ulva lactuca ,,,Y ,Premix,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,10,1.03,,0,,,,,
Marinho G,Journal of Applied Phycology,Portugal,2013,33,Single ,Algae ,Ulva lactuca ,,,Y ,Premix,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,15,1.22,,0,,,,,
Marinho G,Journal of Applied Phycology,Portugal,2013,33,Single ,Algae ,Ulva lactuca ,,,Y ,Premix,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,20,1.37,,0,,,,,
Morshedi V,Journal of Applied Phycology,Iran ,2018,34,Single ,Algae ,Gracilaria pulvinata,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile ,0,1.08,0,0,,,,,
Morshedi V,Journal of Applied Phycology,Iran ,2018,34,Single ,Algae ,Gracilaria pulvinata,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile ,3,0.93,0.55,35,,,,,
Morshedi V,Journal of Applied Phycology,Iran ,2018,34,Single ,Algae ,Gracilaria pulvinata,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile ,6,1.23,0.55,34,,,,,
Morshedi V,Journal of Applied Phycology,Iran ,2018,34,Single ,Algae ,Gracilaria pulvinata,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile ,9,1.14,0.55,35,,,,,
Radhakrishnan S,International Journal of Fisheries and Aquaculture,India ,2015,35,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Macrobrachium rosenbergii,Post-larval,0,1.65,0,0,,,,,
Radhakrishnan S,International Journal of Fisheries and Aquaculture,India ,2015,35,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Macrobrachium rosenbergii,Post-larval,25,1.5,0,0,,,,,
Radhakrishnan S,International Journal of Fisheries and Aquaculture,India ,2015,35,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Macrobrachium rosenbergii,Post-larval,50,1.21,0,0,,,,,
Radhakrishnan S,International Journal of Fisheries and Aquaculture,India ,2015,35,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Macrobrachium rosenbergii,Post-larval,75,1.25,0,0,,,,,
Radhakrishnan S,International Journal of Fisheries and Aquaculture,India ,2015,35,Single ,Algae ,Chlorella sp. ,,,N,,FM,Shrimp ,Giant Freshwater Prawn,Macrobrachium rosenbergii,Post-larval,100,1.73,0,0,,,,,
Raji AA,Research in Veterinary Science,Malaysia,2018,295,Single ,Algae ,Chlorella sp. ,,,Y,Mixture,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,0,0.8,,0,,,,,
Raji AA,Research in Veterinary Science,Malaysia,2018,295,Single ,Algae ,Chlorella sp. ,,,Y,Mixture,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,50,0.77,,0,,,,,
Raji AA,Research in Veterinary Science,Malaysia,2018,295,Single ,Algae ,Chlorella sp. ,,,Y,Mixture,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,75,0.76,,0,,,,,
Raji AA,Research in Veterinary Science,Malaysia,2018,295.1,Single ,Bacteria,Spirulina platensis ,,,Y,Mixture,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,0,0.8,,0,,,,,
Raji AA,Research in Veterinary Science,Malaysia,2018,295.1,Single ,Bacteria,Spirulina platensis ,,,Y,Mixture,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,50,0.77,,0,,,,,
Raji AA,Research in Veterinary Science,Malaysia,2018,295.1,Single ,Bacteria,Spirulina platensis ,,,Y,Mixture,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,75,0.75,,0,,,,,
Sarker PK,PLoS One,USA,2018,36,Single ,Algae ,Nannochloropsis oculata,,,Y,Lysine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,1.12,,0,,,,,
Sarker PK,PLoS One,USA,2018,36,Single ,Algae ,Nannochloropsis oculata,,,Y,Lysine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,33,1.26,,0,,,,,
Sarker PK,PLoS One,USA,2018,36,Single ,Algae ,Nannochloropsis oculata,,,Y,Lysine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,66,1.58,,0,,,,,
Sarker PK,PLoS One,USA,2018,36,Single ,Algae ,Nannochloropsis oculata,,,Y,Lysine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,1.55,,0,,,,,
Shapawi R,Sains Malaysia,Malaysia,2017,37,Mixture,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile ,0,1.85,0,0,,,,,
Shapawi R,Sains Malaysia,Malaysia,2017,37,Mixture,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile ,10,1.89,0.45,-10,,,,,
Shapawi R,Sains Malaysia,Malaysia,2017,37,Mixture,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile ,20,2.2,0.65,-20,,,,,
Shapawi R,Sains Malaysia,Malaysia,2017,37,Mixture,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile ,30,2.29,0.97,-30,,,,,
Shapawi R,Sains Malaysia,Malaysia,2017,37,Mixture,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile ,40,2.8,1.29,-40,,,,,
Sheeno TP,Journal of Fisheries and Aquatic Science,India ,2006,38,Mixture,Algae ,Spirogyra sp.,Aquatic plant ,Azolla,N,,FM,Carp,Rohu,Labeo rohita,Fry,0,1.34,,0,,,,,
Sheeno TP,Journal of Fisheries and Aquatic Science,India ,2006,38,Mixture,Algae ,Spirogyra sp.,Aquatic plant ,Azolla,N,,FM,Carp,Rohu,Labeo rohita,Fry,25,1.36,,0,,,,,
Sheeno TP,Journal of Fisheries and Aquatic Science,India ,2006,38,Mixture,Algae ,Spirogyra sp.,Aquatic plant ,Azolla,N,,FM,Carp,Rohu,Labeo rohita,Fry,50,1.38,,0,,,,,
Sheeno TP,Journal of Fisheries and Aquatic Science,India ,2006,38,Mixture,Algae ,Spirogyra sp.,Aquatic plant ,Azolla,N,,FM,Carp,Rohu,Labeo rohita,Fry,75,1.51,,0,,,,,
Sheeno TP,Journal of Fisheries and Aquatic Science,India ,2006,38,Mixture,Algae ,Spirogyra sp.,Aquatic plant ,Azolla,N,,FM,Carp,Rohu,Labeo rohita,Fry,100,1.83,,0,,,,,
Shi X,Aquaculture Research ,China,2016,39,Mixture,Algae ,Chlorella sp. ,Crops,Rapeseed meal,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,0,2.37,,0,,,,,
Shi X,Aquaculture Research ,China,2016,39,Mixture,Algae ,Chlorella sp. ,Crops,Rapeseed meal,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,25,2.33,,43,,,,,
Shi X,Aquaculture Research ,China,2016,39,Mixture,Algae ,Chlorella sp. ,Crops,Rapeseed meal,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,50,2.07,,86,,,,,
Shi X,Aquaculture Research ,China,2016,39,Mixture,Algae ,Chlorella sp. ,Crops,Rapeseed meal,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,75,1.91,,129,,,,,
Shi X,Aquaculture Research ,China,2016,39,Mixture,Algae ,Chlorella sp. ,Crops,Rapeseed meal,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,100,1.73,,172,,,,,
Shi X,Aquaculture Research ,China,2017,40,Single ,Algae ,Chlorella sp. ,,,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,0,2.35,,0,,,,,
Shi X,Aquaculture Research ,China,2017,40,Single ,Algae ,Chlorella sp. ,,,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,75,1.88,,0,,,,,
Shi X,Aquaculture Research ,China,2017,40,Single ,Algae ,Chlorella sp. ,,,N,,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,100,1.79,,0,,,,,
Shi X,Aquaculture Research ,China,2017,40,Single ,Algae ,Chlorella sp. ,,,Y,Cellulase ,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,0,2.33,,0,,,,,
Shi X,Aquaculture Research ,China,2017,40,Single ,Algae ,Chlorella sp. ,,,Y,Cellulase ,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,75,1.81,,0,,,,,
Shi X,Aquaculture Research ,China,2017,40,Single ,Algae ,Chlorella sp. ,,,Y,Cellulase ,FM,Carp,Crucian Carp,Carassius auratus ,Juvenile ,100,1.77,,0,,,,,
Siddik MAB,Journal of Applied Aquaculture,Bangladesh,2015,41,Single ,Algae ,Enteromorpha intestinalis ,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fry ,0,1.47,,0,,,,,
Siddik MAB,Journal of Applied Aquaculture,Bangladesh,2015,41,Single ,Algae ,Enteromorpha intestinalis ,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fry ,10,1.47,,6,,,,,
Siddik MAB,Journal of Applied Aquaculture,Bangladesh,2015,41,Single ,Algae ,Enteromorpha intestinalis ,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fry ,20,1.45,,12,,,,,
Siddik MAB,Journal of Applied Aquaculture,Bangladesh,2015,41,Single ,Algae ,Enteromorpha intestinalis ,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fry ,30,1.51,,18,,,,,
Siddik MAB,Journal of Applied Aquaculture,Bangladesh,2015,41,Single ,Algae ,Enteromorpha intestinalis ,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fry ,40,1.57,,24,,,,,
Siddik MAB,Journal of Applied Aquaculture,Bangladesh,2015,41,Single ,Algae ,Enteromorpha intestinalis ,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fry ,50,1.66,,30,,,,,
Soler-Vila A,Journal of Applied Phycology,Ireland,2009,42,Single ,Algae ,Porphyra dioica,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,0,0.83,0,0,,,,,
Soler-Vila A,Journal of Applied Phycology,Ireland,2009,42,Single ,Algae ,Porphyra dioica,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,5,0.8,-0.1,-16,,,,,
Soler-Vila A,Journal of Applied Phycology,Ireland,2009,42,Single ,Algae ,Porphyra dioica,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,10,0.83,-0.1,-32,,,,,
Soler-Vila A,Journal of Applied Phycology,Ireland,2009,42,Single ,Algae ,Porphyra dioica,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,15,0.82,-0.2,-50,,,,,
Stadtlander T,Aquaculture Nutrition,Germany,2013,43,Single ,Algae ,Porphyra yezoensis,,,N,,FM,Tilapia,Nile Tilapia ,Oncorhynchus mykiss,Juvenile,0,1.67,0,0,,,,,
Stadtlander T,Aquaculture Nutrition,Germany,2013,43,Single ,Algae ,Porphyra yezoensis,,,N,,FM,Tilapia,Nile Tilapia ,Oncorhynchus mykiss,Juvenile,15,1.44,0,-13,,,,,
Stadtlander T,Aquaculture Nutrition,Germany,2013,43,Single ,Algae ,Porphyra yezoensis,,,N,,FM,Tilapia,Nile Tilapia ,Oncorhynchus mykiss,Juvenile,30,1.65,0,-27,,,,,
Walker AB,North American Journal of Aquaculture ,USA,2009,44,Single ,Algae ,Porphyra sp.,,,N,,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,0,1.21,0,0,,,,,
Walker AB,North American Journal of Aquaculture ,USA,2009,44,Single ,Algae ,Porphyra sp.,,,N,,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,15,1.25,0,-5,,,,,
Walker AB,North American Journal of Aquaculture ,USA,2009,44,Single ,Algae ,Porphyra sp.,,,N,,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,30,1.32,0,-11,,,,,
Younis E-SM,Saudi Journal of Biological Science ,Saudi Arabia ,2018,45,Single ,Algae ,Gracillaria arcuata,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,0,1.78,,0,,,,,
Younis E-SM,Saudi Journal of Biological Science ,Saudi Arabia ,2018,45,Single ,Algae ,Gracillaria arcuata,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,20,2.28,,0,,,,,
Younis E-SM,Saudi Journal of Biological Science ,Saudi Arabia ,2018,45,Single ,Algae ,Gracillaria arcuata,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,40,3.09,,0,,,,,
Younis E-SM,Saudi Journal of Biological Science ,Saudi Arabia ,2018,45,Single ,Algae ,Gracillaria arcuata,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,60,3.49,,0,,,,,
Aas TS ,Aquaculture,Norway,2006,46,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Grower ,0,0.73,0,0,,,,,
Aas TS ,Aquaculture,Norway,2006,46,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Grower ,9,0.76,0.1,-10,,,,,
Aas TS ,Aquaculture,Norway,2006,46.1,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Grower ,0,0.73,0,0,,,,,
Aas TS ,Aquaculture,Norway,2006,46.1,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Grower ,9,0.71,0,-11,,,,,
Aas TS ,Aquaculture,Norway,2006,46.1,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Grower ,18,0.73,-0.1,-20,,,,,
Aas TS ,Aquaculture,Norway,2006,46.1,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Grower ,27,0.75,-0.1,-30,,,,,
Aas TS ,Aquaculture Research,Norway,2007,47,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Atlantic Halibut,Hippoglossus hippoglossus,Juvenile,0,0.61,,0,,,,,
Aas TS ,Aquaculture Research,Norway,2007,47,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Atlantic Halibut,Hippoglossus hippoglossus,Juvenile,9,0.61,,-20,,,,,
Aas TS ,Aquaculture Research,Norway,2007,47,Single ,Bacteria,Methylococcus capsulatus,,,N,,FM,Salmonids,Atlantic Halibut,Hippoglossus hippoglossus,Juvenile,18,0.76,,-30,,,,,
Berge GM,Aquaculture,Norway,2005,48,Single ,Bacteria,Multiple,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,None ,0,1.12,0,0,,,,,
Berge GM,Aquaculture,Norway,2005,48,Single ,Bacteria,Multiple,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,None ,20,1.13,0,0,,,,,
Berge GM,Aquaculture,Norway,2005,48,Single ,Bacteria,Multiple,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,None ,35,1.16,0,0,,,,,
Cao S-P,Fish and Shellfish Immunology,China,2018,50,Single ,Bacteria,Arthrospira platensis,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile,0,1.42,0,0,,,,,
Cao S-P,Fish and Shellfish Immunology,China,2018,50,Single ,Bacteria,Arthrospira platensis,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile,25,1.41,0.8,-2,,,,,
Cao S-P,Fish and Shellfish Immunology,China,2018,50,Single ,Bacteria,Arthrospira platensis,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile,50,1.45,1.7,-5,,,,,
Cao S-P,Fish and Shellfish Immunology,China,2018,50,Single ,Bacteria,Arthrospira platensis,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile,100,1.53,3.5,-10,,,,,
Guroy B,Aquaculture International ,Turkey ,2012,51,Single ,Bacteria,Spirulina sp.,,,N,,FM,Tilapia,Yellow-tail cichlid,Pseudotropheus acei,None ,0,2.69,0,0,,,,,
Guroy B,Aquaculture International ,Turkey ,2012,51,Single ,Bacteria,Spirulina sp.,,,N,,FM,Tilapia,Yellow-tail cichlid,Pseudotropheus acei,None ,6,2.53,0.2,-0.5,,,,,
Guroy B,Aquaculture International ,Turkey ,2012,51,Single ,Bacteria,Spirulina sp.,,,N,,FM,Tilapia,Yellow-tail cichlid,Pseudotropheus acei,None ,12,2.62,0.3,-1.5,,,,,
Guroy B,Aquaculture International ,Turkey ,2012,51,Single ,Bacteria,Spirulina sp.,,,N,,FM,Tilapia,Yellow-tail cichlid,Pseudotropheus acei,None ,24,2.6,0.5,-3,,,,,
Khanzadeh M,Aquaculture International ,Iran ,2016,52,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Freshwater fishes,Three-spot gourami,Trichopodus trichopterus,Juvenile,0,0.7,,0,,,,,
Khanzadeh M,Aquaculture International ,Iran ,2016,52,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Freshwater fishes,Three-spot gourami,Trichopodus trichopterus,Juvenile,7,0.77,,0,,,,,
Khanzadeh M,Aquaculture International ,Iran ,2016,52,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Freshwater fishes,Three-spot gourami,Trichopodus trichopterus,Juvenile,14,0.79,,0,,,,,
Khanzadeh M,Aquaculture International ,Iran ,2016,52,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Freshwater fishes,Three-spot gourami,Trichopodus trichopterus,Juvenile,28,1.01,,0,,,,,
Khanzadeh M,Aquaculture International ,Iran ,2016,52,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Freshwater fishes,Three-spot gourami,Trichopodus trichopterus,Juvenile,56,1.03,,0,,,,,
Kim S-S,Turkish Journal of Fisheries and Aquatic Sciences,South Korea,2013,53,Single ,Bacteria,Spirulina sp.,,,N,,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,None ,0,2.25,0,0,,,,,
Kim S-S,Turkish Journal of Fisheries and Aquatic Sciences,South Korea,2013,53,Single ,Bacteria,Spirulina sp.,,,N,,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,None ,17,1.98,0,0,,,,,
Kim S-S,Turkish Journal of Fisheries and Aquatic Sciences,South Korea,2013,53,Single ,Bacteria,Spirulina sp.,,,N,,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,None ,34,2.23,0,0,,,,,
Kim S-S,Turkish Journal of Fisheries and Aquatic Sciences,South Korea,2013,53,Single ,Bacteria,Spirulina sp.,,,N,,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,None ,49,2.27,0,0,,,,,
Macias-Sancho J,Aquaculture,Brazil ,2014,54,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,0,1.61,0,0,,,,,
Macias-Sancho J,Aquaculture,Brazil ,2014,54,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,25,1.62,1,0,,,,,
Macias-Sancho J,Aquaculture,Brazil ,2014,54,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,50,1.61,2,0,,,,,
Macias-Sancho J,Aquaculture,Brazil ,2014,54,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,75,1.66,3,0,,,,,
Macias-Sancho J,Aquaculture,Brazil ,2014,54,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Shrimp ,White leg Shrimp,Litopenaeus vannamei,Post-larval,100,1.79,4,0,,,,,
Nandeesha MC,Bioresource Technology ,India ,2001,55,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Rohu,Labeo rohita,None ,0,2.1,,0,,,,,
Nandeesha MC,Bioresource Technology ,India ,2001,55,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Rohu,Labeo rohita,None ,25,2.06,,-3,,,,,
Nandeesha MC,Bioresource Technology ,India ,2001,55,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Rohu,Labeo rohita,None ,50,2.12,,-7,,,,,
Nandeesha MC,Bioresource Technology ,India ,2001,55,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Rohu,Labeo rohita,None ,75,2.56,,-11,,,,,
Nandeesha MC,Bioresource Technology ,India ,2001,55,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Rohu,Labeo rohita,None ,100,2.51,,-14,,,,,
Nandeesha MC,Bioresource Technology ,India ,2001,55.1,Single ,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Catla,Catla catla,None ,0,2.14,,0,,,,,
